phase,batch,mask_mean,mask_std,mask_min,mask_max,frac_lt_0.1,frac_gt_0.9,hmem_mean,hmem_std,hmem_min,hmem_max,corr_hmem_mask,corr_hmem_dw
1,0,0.01786126382648945,0.009979347698390484,0.014124359004199505,0.44537556171417236,0.9980868697166443,0.0,1.0,2.34287691116333,9.05002295326085e-10,89.6287612915039,0.7761079668998718,0.7753739356994629
1,78,0.014915404841303825,0.00777920987457037,4.2598123400239274e-05,0.40454360842704773,0.9982028007507324,0.0,0.9999998807907104,2.3056657314300537,1.6219660059491048e-09,85.25267028808594,0.6769641041755676,0.7142982482910156
1,0,0.0159031730145216,0.008111925795674324,4.652060306398198e-05,0.41429778933525085,0.9982028007507324,0.0,1.0,2.3488473892211914,7.313447590584499e-12,93.17726135253906,0.6743183732032776,0.6723450422286987
1,78,0.01742502488195896,0.007831941358745098,6.739092350471765e-05,0.373788446187973,0.9982607960700989,0.0,1.0,1.9125851392745972,0.0,100.99858856201172,0.6088456511497498,0.07709035277366638
1,0,0.018561460077762604,0.008604886941611767,5.2752184274140745e-05,0.41911807656288147,0.998144805431366,0.0,0.9999998807907104,2.483654737472534,4.137823417238451e-10,96.9489974975586,0.6482380032539368,0.24853841960430145
1,78,0.021615561097860336,0.009110573679208755,7.368733349721879e-05,0.4228200316429138,0.9982028007507324,0.0,0.9999998807907104,1.645682454109192,1.0473264033805663e-08,72.08580780029297,0.6006519794464111,0.2651686668395996
1,0,0.016293583437800407,0.007414645981043577,4.791763421962969e-05,0.38864657282829285,0.9982028007507324,0.0,0.9999998807907104,2.0522420406341553,4.2345829620593634e-10,73.90392303466797,0.6210639476776123,0.15920431911945343
1,78,0.01532463263720274,0.007330482825636864,4.356042336439714e-05,0.37910088896751404,0.998376727104187,0.0,1.0,2.2174017429351807,3.147040184003913e-09,81.44561004638672,0.6369873285293579,-0.015242397785186768
1,0,0.017323404550552368,0.008188948966562748,4.7531375457765535e-05,0.4055147171020508,0.9982028007507324,0.0,1.0,2.555685043334961,3.1027022617813316e-10,99.73369598388672,0.6540836691856384,-0.050062257796525955
1,78,0.014839010313153267,0.007061715703457594,4.4733085815096274e-05,0.37276047468185425,0.998376727104187,0.0,1.0,2.271357536315918,1.5739495262678815e-09,81.06014251708984,0.602198600769043,0.1690562516450882
2,0,0.013467676937580109,0.00928429327905178,0.00038032952579669654,0.36936864256858826,0.9984347224235535,0.0,1.0,2.2665963172912598,9.818316160092877e-10,85.35065460205078,0.37062132358551025,-0.23513107001781464
2,78,0.01740844175219536,0.010826192796230316,0.0004840079345740378,0.36463576555252075,0.998376727104187,0.0,1.0,2.2221784591674805,1.7330777923874052e-09,91.83782958984375,0.2789020538330078,0.03783367574214935
2,0,0.013077761977910995,0.008171741850674152,0.0003752772172447294,0.29655903577804565,0.9985506534576416,0.0,1.0,2.013512372970581,7.345427599503296e-10,86.40770721435547,0.24524667859077454,0.03844558447599411
2,78,0.014382170513272285,0.008950605057179928,0.0006124101346358657,0.3040187954902649,0.9984926581382751,0.0,1.0,1.99552321434021,6.612220548873893e-09,88.68183898925781,0.37571123242378235,0.009613935835659504
2,0,0.01264750212430954,0.007601515389978886,0.00038048619171604514,0.26537463068962097,0.9984926581382751,0.0,1.0,1.7880507707595825,0.0,67.89398193359375,0.2103615701198578,-0.05807444080710411
2,78,0.011732762679457664,0.007142177317291498,0.0003288249426987022,0.24643975496292114,0.9987245798110962,0.0,1.0,1.6536778211593628,2.9429620962417857e-09,56.76100158691406,0.17308078706264496,-0.07614485174417496
2,0,0.014553348533809185,0.008668891154229641,0.00042752933222800493,0.27502575516700745,0.9984926581382751,0.0,1.0,1.6527953147888184,3.865233910715915e-09,55.85215377807617,0.20683743059635162,-0.019625071436166763
2,78,0.018320690840482712,0.01051212940365076,0.0004803577030543238,0.33472591638565063,0.998376727104187,0.0,1.0,1.7036404609680176,1.124764059667882e-09,53.85294723510742,0.10770249366760254,-0.14521104097366333
2,0,0.01488641556352377,0.008809292688965797,0.00047960461233742535,0.2798622250556946,0.9985506534576416,0.0,1.0,1.7182822227478027,2.0619064233784457e-09,63.554298400878906,0.312450110912323,0.1094282791018486
2,78,0.014844236895442009,0.0088953897356987,0.00046738595119677484,0.292809396982193,0.9985506534576416,0.0,0.9999998807907104,1.7688465118408203,1.3189305203553658e-09,62.345619201660156,0.30075281858444214,0.07097569108009338
3,0,0.01291301567107439,0.00803188607096672,0.0005856739007867873,0.2947109639644623,0.998376727104187,0.0,0.9999998807907104,1.5697450637817383,5.502304389892743e-09,50.1447639465332,0.14585375785827637,-0.042109254747629166
3,78,0.015218967571854591,0.009185862727463245,0.0006292968755587935,0.3845292329788208,0.9983187317848206,0.0,1.0,1.5929092168807983,6.3191687438290955e-09,46.3222770690918,0.011319655925035477,-0.2695242762565613
3,0,0.014707528054714203,0.0089390454813838,0.0005665076314471662,0.3583589196205139,0.9982607960700989,0.0,1.0,1.6091997623443604,2.052167463739707e-10,51.04560470581055,0.0887356549501419,-0.1802438497543335
3,78,0.01052092295140028,0.006805831100791693,0.0005021169781684875,0.33590102195739746,0.9988405108451843,0.0,1.0,1.6477028131484985,2.8444577804265236e-09,39.82143020629883,0.10011468827724457,-0.18526698648929596
